Datetime,BTC-USD,ETH-USD
2022-03-20 22:26:00+00:00,41248.5859375,2867.0234375
2022-03-20 22:27:00+00:00,41247.79296875,2866.2705078125
2022-03-20 22:28:00+00:00,41233.37109375,2864.181396484375
2022-03-20 22:30:00+00:00,41223.7265625,2862.87939453125
2022-03-20 22:31:00+00:00,41217.94140625,2862.85302734375
2022-03-20 22:32:00+00:00,41226.91796875,2863.81298828125
2022-03-20 22:34:00+00:00,41242.11328125,2864.749755859375
2022-03-20 22:36:00+00:00,41236.30859375,2864.5830078125
2022-03-20 22:39:00+00:00,41218.8828125,2863.9033203125
2022-03-20 22:40:00+00:00,41191.48046875,2861.64306640625
2022-03-20 22:41:00+00:00,41197.18359375,2862.08837890625
2022-03-20 22:42:00+00:00,41192.7734375,2861.83447265625
2022-03-20 22:43:00+00:00,41197.0859375,2861.572509765625
2022-03-20 22:45:00+00:00,41204.72265625,2861.4384765625
2022-03-20 22:46:00+00:00,41200.6640625,2860.77197265625
2022-03-20 22:47:00+00:00,41218.1640625,2861.274169921875
2022-03-20 22:48:00+00:00,41224.34375,2862.25390625
2022-03-20 22:50:00+00:00,41284.140625,2867.095947265625
2022-03-20 22:52:00+00:00,41306.00390625,2868.44287109375
2022-03-20 22:53:00+00:00,41302.37109375,2868.55419921875
2022-03-20 22:54:00+00:00,41308.7421875,2869.366455078125
2022-03-20 22:57:00+00:00,41299.2109375,2869.566162109375
2022-03-20 22:58:00+00:00,41302.05859375,2869.6845703125
2022-03-20 23:01:00+00:00,41375.0,2873.976318359375
2022-03-20 23:02:00+00:00,41373.75,2873.550048828125
2022-03-20 23:03:00+00:00,41376.734375,2873.369384765625
2022-03-20 23:04:00+00:00,41388.484375,2872.9287109375
2022-03-20 23:05:00+00:00,41389.32421875,2872.391357421875
2022-03-20 23:06:00+00:00,41392.4609375,2872.291748046875
2022-03-20 23:07:00+00:00,41385.91796875,2872.16162109375
2022-03-20 23:08:00+00:00,41387.5,2871.982421875
2022-03-20 23:09:00+00:00,41391.6796875,2872.39111328125
2022-03-20 23:10:00+00:00,41392.4453125,2872.953857421875
2022-03-20 23:11:00+00:00,41389.65234375,2872.61865234375
2022-03-20 23:13:00+00:00,41397.3203125,2873.36376953125
2022-03-20 23:14:00+00:00,41402.1484375,2873.861572265625
2022-03-20 23:15:00+00:00,41405.44921875,2874.200439453125
2022-03-20 23:16:00+00:00,41420.4609375,2875.036865234375
2022-03-20 23:17:00+00:00,41401.1953125,2873.61181640625
2022-03-20 23:18:00+00:00,41395.10546875,2873.1201171875
2022-03-20 23:19:00+00:00,41381.9453125,2871.426025390625
2022-03-20 23:20:00+00:00,41390.8671875,2872.012451171875
2022-03-20 23:21:00+00:00,41388.453125,2872.144775390625
2022-03-20 23:22:00+00:00,41389.70703125,2872.13037109375
2022-03-20 23:23:00+00:00,41380.87109375,2871.54345703125
2022-03-20 23:24:00+00:00,41381.97265625,2871.34912109375
2022-03-20 23:25:00+00:00,41369.37890625,2870.103759765625
2022-03-20 23:27:00+00:00,41360.828125,2868.70947265625
2022-03-20 23:28:00+00:00,41337.19140625,2866.72412109375
2022-03-20 23:32:00+00:00,41279.234375,2860.849609375
2022-03-20 23:34:00+00:00,41254.1171875,2858.593017578125
2022-03-20 23:36:00+00:00,41266.3984375,2859.513916015625
2022-03-20 23:37:00+00:00,41258.9375,2859.693603515625
2022-03-20 23:38:00+00:00,41245.54296875,2858.653564453125
2022-03-20 23:39:00+00:00,41249.94921875,2858.491455078125
2022-03-20 23:41:00+00:00,41244.90234375,2858.369873046875
2022-03-20 23:42:00+00:00,41247.890625,2858.972900390625
2022-03-20 23:43:00+00:00,41258.91796875,2859.587158203125
2022-03-20 23:44:00+00:00,41264.1328125,2859.849609375
2022-03-20 23:46:00+00:00,41260.86328125,2859.36962890625
2022-03-20 23:49:00+00:00,41269.9140625,2859.185546875
2022-03-20 23:50:00+00:00,41267.54296875,2859.031494140625
2022-03-20 23:51:00+00:00,41271.90234375,2859.73828125
2022-03-20 23:52:00+00:00,41269.57421875,2859.552001953125
2022-03-20 23:53:00+00:00,41272.41796875,2860.0810546875
2022-03-20 23:54:00+00:00,41275.87890625,2860.671630859375
2022-03-20 23:55:00+00:00,41272.76953125,2861.53076171875
2022-03-20 23:56:00+00:00,41261.73828125,2860.697509765625
2022-03-20 23:58:00+00:00,41245.05859375,2859.935302734375
2022-03-21 00:00:00+00:00,41246.1328125,2860.103271484375
2022-03-21 00:01:00+00:00,41269.65625,2861.55322265625
2022-03-21 00:02:00+00:00,41263.2578125,2861.409423828125
2022-03-21 00:03:00+00:00,41260.5234375,2860.52001953125
2022-03-21 00:04:00+00:00,41259.65625,2860.76708984375
2022-03-21 00:05:00+00:00,41264.6171875,2861.158203125
2022-03-21 00:06:00+00:00,41272.140625,2861.629638671875
2022-03-21 00:07:00+00:00,41280.65625,2862.945556640625
2022-03-21 00:09:00+00:00,41304.96484375,2864.593505859375
2022-03-21 00:11:00+00:00,41342.4375,2866.922607421875
2022-03-21 00:13:00+00:00,41375.80859375,2867.82373046875
2022-03-21 00:14:00+00:00,41371.28515625,2868.052978515625
2022-03-21 00:15:00+00:00,41368.9609375,2867.858642578125
2022-03-21 00:16:00+00:00,41350.33984375,2866.96142578125
2022-03-21 00:17:00+00:00,41345.9609375,2866.420166015625
2022-03-21 00:18:00+00:00,41335.53125,2865.5595703125
2022-03-21 00:23:00+00:00,41239.88671875,2857.849609375
2022-03-21 00:26:00+00:00,41245.5859375,2855.899169921875
2022-03-21 00:27:00+00:00,41234.2421875,2854.9912109375
2022-03-21 00:29:00+00:00,41227.41796875,2853.956298828125
2022-03-21 00:30:00+00:00,41226.4140625,2853.63671875
2022-03-21 00:31:00+00:00,41243.40234375,2854.1494140625
2022-03-21 00:32:00+00:00,41249.39453125,2855.078857421875
2022-03-21 00:34:00+00:00,41252.6328125,2855.529052734375
2022-03-21 00:35:00+00:00,41273.73828125,2856.4755859375
2022-03-21 00:36:00+00:00,41278.32421875,2857.45703125
2022-03-21 00:37:00+00:00,41279.19921875,2857.504638671875
2022-03-21 00:38:00+00:00,41276.39453125,2857.406982421875
2022-03-21 00:39:00+00:00,41280.0859375,2857.269775390625
2022-03-21 00:40:00+00:00,41282.0546875,2857.59326171875
2022-03-21 00:41:00+00:00,41291.10546875,2858.46923828125
2022-03-21 00:42:00+00:00,41284.6953125,2858.191162109375
2022-03-21 00:43:00+00:00,41284.12890625,2858.198486328125
2022-03-21 00:44:00+00:00,41285.26953125,2858.37841796875
2022-03-21 00:46:00+00:00,41304.1015625,2860.84326171875
2022-03-21 00:47:00+00:00,41302.1875,2861.10498046875
2022-03-21 00:48:00+00:00,41305.015625,2861.059814453125
2022-03-21 00:49:00+00:00,41317.3671875,2861.483154296875
2022-03-21 00:50:00+00:00,41314.16796875,2861.337890625
2022-03-21 00:51:00+00:00,41320.81640625,2861.48583984375
2022-03-21 00:52:00+00:00,41328.88671875,2861.64453125
2022-03-21 00:53:00+00:00,41333.296875,2862.12841796875
2022-03-21 00:54:00+00:00,41334.90234375,2862.685791015625
2022-03-21 00:55:00+00:00,41353.94140625,2863.951904296875
2022-03-21 00:56:00+00:00,41355.1328125,2864.283935546875
2022-03-21 00:58:00+00:00,41364.99609375,2866.16259765625
2022-03-21 00:59:00+00:00,41370.25,2866.598388671875
2022-03-21 01:00:00+00:00,41378.23828125,2867.459228515625
2022-03-21 01:01:00+00:00,41397.25390625,2869.136474609375
2022-03-21 01:03:00+00:00,41409.578125,2870.154541015625
2022-03-21 01:04:00+00:00,41420.94140625,2870.859130859375
2022-03-21 01:05:00+00:00,41411.4765625,2870.161376953125
2022-03-21 01:07:00+00:00,41393.9609375,2868.457763671875
2022-03-21 01:08:00+00:00,41395.62890625,2868.357666015625
2022-03-21 01:10:00+00:00,41412.41015625,2870.26953125
2022-03-21 01:11:00+00:00,41409.2578125,2870.462890625
2022-03-21 01:14:00+00:00,41404.8359375,2871.126220703125
2022-03-21 01:15:00+00:00,41409.96875,2871.701171875
2022-03-21 01:16:00+00:00,41417.625,2873.146728515625
2022-03-21 01:20:00+00:00,41386.34765625,2870.999755859375
